Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
4250	-27067.1	-26850.62	-216.4844	0.008927414	2.968436e-05	0.04727144	0.04599753	0.327258	0.281194	0.131316	0.260231	2.03785e-68	2.13763e-34	1.70138e-14	4	0.00624481	0.504603	0.0276121	0.0118354	0.443397	0.00630817	170.0985
4255	-27073.74	-26857.46	-216.2838	0.06978154	3.108007e-05	0.04813631	0.0436681	0.327555	0.281657	0.132032	0.258757	1.30724e-09	5.38608e-05	0.0270395	3.97291	0.00786527	0.538618	0.0294734	0.00526352	0.412759	0.00602077	156.9214
4260	-27073.86	-26855.07	-218.7891	0.02923569	2.720702e-05	0.03881749	0.03390094	0.329669	0.278998	0.13502	0.256314	1.42488e-21	5.64247e-11	8.92745e-05	3.99991	0.00989877	0.527041	0.0288399	0.013804	0.403886	0.0165308	164.2425
4265	-27070.23	-26851.71	-218.5122	0.0202314	2.924875e-05	0.04029102	0.03833079	0.329669	0.278998	0.13502	0.256314	9.75183e-31	1.47727e-15	1.1205e-06	4	0.0103937	0.54207	0.0164307	0.00918566	0.403854	0.018066	165.4208
4270	-27066.54	-26849.92	-216.6154	0.03038631	3.343529e-05	0.04241962	0.0275106	0.325016	0.282066	0.133115	0.259803	8.58001e-21	1.38446e-10	0.000129559	3.99987	0.011899	0.545425	0.0162329	0.00960247	0.398992	0.0178486	151.5063
4275	-27072.3	-26857.88	-214.4224	0.06742612	3.17361e-05	0.05848672	0.05673025	0.326838	0.286446	0.125456	0.26126	6.53323e-10	3.80842e-05	0.0234156	3.97655	0.0116742	0.540218	0.0251056	0.00942108	0.391455	0.0221262	169.1555
4280	-27072.62	-26855.04	-217.5775	0.06086945	3.003911e-05	0.07105394	0.06729816	0.326681	0.286309	0.125876	0.261134	7.14126e-11	1.25981e-05	0.0147933	3.98519	0.00398113	0.542899	0.0283948	0.0090913	0.393398	0.022236	166.8063
4285	-27073.11	-26853.17	-219.9374	0.05772782	2.938556e-05	0.07579342	0.07577688	0.321234	0.286832	0.127478	0.264456	2.0688e-11	6.78253e-06	0.0114406	3.98855	0.00977163	0.551744	0.0248385	0.00701912	0.399807	0.00681955	170.3811
4290	-27069.03	-26850.55	-218.4886	0.07446026	2.791255e-05	0.08677972	0.08735855	0.318597	0.284478	0.134639	0.262285	4.55146e-09	0.000100462	0.0350263	3.96487	0.0111075	0.520705	0.0265633	0.00387208	0.419176	0.018576	169.9624
4295	-27085.75	-26863.26	-222.4857	0.04787069	3.030801e-05	0.09314202	0.08735855	0.320482	0.286161	0.129824	0.263533	1.47545e-13	5.73264e-07	0.00410362	3.9959	0.00983621	0.576103	0.024569	0.0018418	0.3712	0.01645	178.2516
4300	-27077.23	-26858.47	-218.7646	0.06731632	2.990996e-05	0.0923785	0.09324014	0.322323	0.279943	0.132687	0.265047	6.31786e-10	3.74516e-05	0.0232533	3.97671	0.00858684	0.572921	0.0268509	0.00187167	0.36915	0.0206201	186.9326
4305	-27070.45	-26850.11	-220.3436	0.05635967	2.738874e-05	0.1074248	0.1027624	0.331456	0.282478	0.128628	0.257438	1.15517e-11	5.06879e-06	0.010138	3.98986	0.0108765	0.573292	0.0268683	0.00187288	0.376015	0.0110755	191.4388
4310	-27077.49	-26857.82	-219.6738	0.001699323	2.959384e-05	0.07351867	0.06801222	0.326194	0.284129	0.130734	0.258943	0	8.00247e-178	5.05433e-74	4	0.00988682	0.531389	0.0249044	0.00639796	0.408832	0.0185904	168.9354
4315	-27081.53	-26859.03	-222.5008	0.03021442	2.752672e-05	0.07351867	0.06801222	0.332189	0.286647	0.130917	0.250246	6.61887e-21	1.21601e-10	0.000122769	3.99988	0.00297486	0.533623	0.0257541	0.00940857	0.42278	0.00546023	171.6352
4320	-27074.34	-26855.5	-218.8344	0.07170462	2.63774e-05	0.03823057	0.02825635	0.32556	0.285117	0.135108	0.254215	2.22644e-09	7.02799e-05	0.0301977	3.96973	0.00721036	0.522615	0.0244738	0.00970262	0.431128	0.00487018	178.1165
4325	-27068.66	-26849.35	-219.3129	0.03663869	2.637498e-05	0.04018311	0.03135762	0.32556	0.285117	0.135108	0.254215	2.06156e-17	6.78271e-09	0.000651168	3.99935	0.00724207	0.524913	0.01863	0.00892415	0.433024	0.00726647	196.953
4330	-27076.98	-26857.32	-219.6552	0.03626808	2.858437e-05	0.03652191	0.03258927	0.326687	0.288566	0.132001	0.252746	1.40058e-17	5.59078e-09	0.000600996	3.9994	0.00748242	0.542334	0.0298521	0.00922033	0.403603	0.00750763	165.8233
4335	-27079.84	-26856.43	-223.4104	0.02337623	2.580712e-05	0.03956697	0.02363063	0.331246	0.283349	0.129132	0.256273	9.82467e-27	1.48238e-13	7.58525e-06	3.99999	0.0075564	0.547696	0.0208147	0.00204848	0.407594	0.0142904	186.1238
4340	-27071.95	-26850.97	-220.9825	0.02019854	2.544269e-05	0.03305642	0.02599047	0.332558	0.284471	0.125684	0.257288	8.72303e-31	1.39718e-15	1.09488e-06	4	0.00547244	0.565242	0.0271426	0.00278248	0.385833	0.0135275	195.4796
4345	-27069.12	-26845.99	-223.1324	0.0294123	2.387309e-05	0.04076588	0.04498552	0.326486	0.279277	0.133126	0.261111	1.89418e-21	6.50556e-11	9.47057e-05	3.99991	0.0140909	0.545265	0.0233091	0.00453638	0.40216	0.0106392	189.9666
4350	-27078.44	-26855.46	-222.9757	0.03427317	2.371206e-05	0.04844495	0.04754811	0.325408	0.281656	0.132686	0.260249	1.51432e-18	1.83866e-09	0.000378872	3.99962	0.0109717	0.546433	0.0253523	0.0106056	0.403022	0.00361498	204.6799
4355	-27072.31	-26850.17	-222.1372	0.01866483	2.350391e-05	0.05381435	0.05158733	0.326899	0.282765	0.128473	0.261863	3.10108e-33	8.3317e-17	3.39791e-07	4	0.00795494	0.550622	0.0160239	0.00358811	0.408256	0.0135543	221.6283
4360	-27081.48	-26857.73	-223.7499	0.01745311	2.433757e-05	0.05016928	0.04298026	0.321127	0.284353	0.12985	0.26467	1.78701e-35	6.32538e-18	1.16565e-07	4	0.00830792	0.518876	0.0330241	0.00218778	0.41794	0.0196646	232.0676
4365	-27089.43	-26862.92	-226.5101	0.006361081	2.326975e-05	0.04727186	0.03553405	0.319497	0.282545	0.13463	0.263327	1.26298e-95	5.32284e-48	3.84445e-20	4	0.00829247	0.517911	0.0342154	0.00661044	0.417163	0.0158083	208.9471
4370	-27085.41	-26859.62	-225.7852	0.05203255	2.330183e-05	0.03557307	0.02672256	0.324645	0.279174	0.135563	0.260619	1.49481e-12	1.82403e-06	0.0066336	3.99336	0.00840449	0.524907	0.0193553	0.0085134	0.422798	0.0160219	204.0667
4375	-27085.46	-26862.19	-223.2727	0.0242944	2.410776e-05	0.04435319	0.03654984	0.325162	0.280687	0.128988	0.265163	9.23913e-26	4.54549e-13	1.20753e-05	3.99999	0.00661246	0.559582	0.0193029	0.0119849	0.393798	0.00871982	180.3495
4380	-27087.29	-26863.53	-223.7659	0.03387991	2.392228e-05	0.03954424	0.03669738	0.328945	0.281841	0.127372	0.261842	9.46978e-19	1.45404e-09	0.00034372	3.99966	0.00627487	0.568222	0.0187716	0.0160269	0.379753	0.0109516	187.3006
4385	-27085.43	-26862.52	-222.905	0.004796476	2.601038e-05	0.04795799	0.03655353	0.323874	0.285426	0.132895	0.257805	1.68904e-126	1.94682e-63	1.50677e-26	4	0.00452444	0.50683	0.0325519	0.00258471	0.445875	0.0076338	246.579
4390	-27074.92	-26853.89	-221.0297	0.02339233	2.327067e-05	0.05356997	0.04642008	0.326588	0.287074	0.133662	0.252676	1.0234e-26	1.51294e-13	7.64976e-06	3.99999	0.0127645	0.511271	0.0248266	0.008285	0.430298	0.012555	211.5369
4395	-27070.17	-26849.61	-220.5554	0.04058155	2.553167e-05	0.05356997	0.03854553	0.32275	0.288748	0.134354	0.254148	8.13679e-16	4.25977e-08	0.0013956	3.9986	0.0104631	0.514803	0.0249981	0.0038223	0.433272	0.0126418	163.6165
4400	-27071.02	-26851.15	-219.8694	0.05392182	2.73644e-05	0.04461773	0.03534476	0.320575	0.286802	0.133449	0.259174	3.80065e-12	2.90803e-06	0.00805026	3.99195	0.0125633	0.524516	0.0236388	0.00368078	0.423986	0.011615	196.5268
4405	-27071.84	-26849.24	-222.6028	0.01674228	2.639059e-05	0.04377688	0.03854172	0.320622	0.286844	0.133321	0.259212	6.13173e-37	1.17177e-18	5.79018e-08	4	0.00736058	0.579617	0.0280651	0.00435112	0.368962	0.0116439	190.0424
4410	-27080.64	-26858.12	-222.5198	0.03649095	2.192881e-05	0.04363987	0.03318772	0.322424	0.288456	0.128452	0.260669	1.76879e-17	6.28273e-09	0.000630807	3.99937	0.00652731	0.601685	0.0218671	0.00451678	0.353121	0.0122827	207.4564
4415	-27081.94	-26855.51	-226.4367	0.01314845	2.282974e-05	0.03053271	0.01335609	0.322342	0.288383	0.128228	0.261047	9.09662e-47	1.42766e-23	5.28771e-10	4	0.00425246	0.559687	0.0193724	0.0042015	0.396572	0.0159155	215.7582
4420	-27080.96	-26855.16	-225.7945	0.03827765	2.233031e-05	0.0342043	0.02467326	0.319315	0.284567	0.137523	0.258596	1.04152e-16	1.52433e-08	0.000911166	3.99909	0.00932263	0.536446	0.018568	0.00346521	0.416944	0.0152546	204.0514
4425	-27081.92	-26854.83	-227.0895	0.03482297	2.359555e-05	0.02500801	0.02010526	0.329659	0.281223	0.133562	0.255557	2.86763e-18	2.53008e-09	0.000432524	3.99957	0.00936665	0.538979	0.0171512	0.00165714	0.418913	0.0139333	232.798
4430	-27083.92	-26852.95	-230.9648	0.05603802	2.103612e-05	0.02806696	0.03328475	0.328843	0.280527	0.133231	0.257398	1.00312e-11	4.72356e-06	0.00984552	3.99015	0.00908477	0.522759	0.0382242	0.00160727	0.415771	0.0125544	240.1404
4435	-27076.14	-26847.83	-228.3141	0.005896424	2.311395e-05	0.02223248	0.0167109	0.322123	0.283519	0.130509	0.263849	4.39449e-103	9.92926e-52	1.08915e-21	4	0.00537847	0.528325	0.0286931	0.00540277	0.420198	0.0120027	221.0692
4440	-27089.02	-26859.76	-229.2601	0.03082617	2.092417e-05	0.02704238	0.01131455	0.322123	0.283519	0.130509	0.263849	1.64502e-20	1.91693e-10	0.000148287	3.99985	0.00529895	0.520514	0.0282689	0.00588594	0.413985	0.0260469	222.2225
4445	-27088.63	-26859.08	-229.5488	0.0253887	2.310364e-05	0.02500263	0.01022767	0.324424	0.285544	0.131441	0.258591	1.08066e-24	1.55442e-12	2.01129e-05	3.99998	0.00531549	0.522139	0.0205238	0.012312	0.415278	0.0244318	227.2996
4450	-27089.23	-26860.69	-228.5429	0.01477998	2.078491e-05	0.03218102	0.01375782	0.3267	0.283858	0.13003	0.259412	1.03125e-41	4.80625e-21	5.91657e-09	4	0.00369062	0.537185	0.0244482	0.0118576	0.402003	0.0208154	190.2321
4455	-27092.79	-26864.14	-228.6542	0.06377597	2.23234e-05	0.02660011	0.01559778	0.325515	0.282828	0.129559	0.262098	2.01529e-10	2.11583e-05	0.0183458	3.98163	0.00316505	0.545965	0.0236562	0.0125009	0.398905	0.0158074	213.8707
4460	-27083.45	-26856.67	-226.7803	0.06377597	2.227581e-05	0.0329044	0.02453506	0.326498	0.283682	0.12995	0.25987	2.01529e-10	2.11583e-05	0.0183458	3.98163	0.0101101	0.529425	0.0281935	0.0075254	0.408556	0.0161899	210.662
4465	-27085.55	-26856.76	-228.7973	0.05138049	2.180752e-05	0.04695363	0.0363422	0.327865	0.283106	0.129686	0.259343	1.06608e-12	1.54049e-06	0.00618446	3.99381	0.0049443	0.542154	0.0189247	0.00471173	0.418379	0.0108864	240.9216
4470	-27089.77	-26863.42	-226.3488	0.03571194	1.959102e-05	0.03358744	0.02369327	0.323112	0.293501	0.127806	0.255582	7.72382e-18	4.15198e-09	0.000531204	3.99947	0.00652716	0.539378	0.020259	0.00477615	0.416237	0.0128227	250.3832
4475	-27087.64	-26861.27	-226.3715	0.01075602	2.131553e-05	0.03474232	0.02592773	0.329216	0.276444	0.1324	0.26194	5.94665e-57	1.15455e-28	4.073e-12	4	0.00629126	0.537319	0.0236487	0.00848722	0.408429	0.0158244	260.1066
4480	-27084.38	-26858.56	-225.8196	0.04162918	2.060129e-05	0.03332776	0.03198432	0.329391	0.276591	0.137015	0.257003	1.92189e-15	6.54614e-08	0.00166793	3.99833	0.00717832	0.537853	0.022593	0.00717569	0.408835	0.0163649	240.3735
4485	-27079.86	-26853.57	-226.2875	0.0337433	2.239544e-05	0.03399308	0.02910589	0.32946	0.277612	0.132762	0.260165	8.02428e-19	1.33849e-09	0.000332112	3.99967	0.0116455	0.559759	0.0219791	0.00682316	0.38875	0.0110436	210.4645
4490	-27084.18	-26854.27	-229.9163	0.03488201	2.053406e-05	0.03393092	0.03312013	0.32946	0.277612	0.132762	0.260165	3.06749e-18	2.61675e-09	0.00043861	3.99956	0.00848964	0.53025	0.0208204	0.0101033	0.415327	0.0150104	234.2764
4495	-27089.63	-26856.88	-232.7509	0.06248182	1.74172e-05	0.0355858	0.02803723	0.319372	0.294012	0.126203	0.260414	1.28499e-10	1.6897e-05	0.0167106	3.98327	0.00794522	0.559367	0.0332258	0.00336829	0.388693	0.00740098	267.4996
4500	-27096.01	-26863.74	-232.2678	0.008357304	1.888478e-05	0.0355858	0.03459332	0.319742	0.294353	0.126349	0.259556	5.11329e-73	1.07083e-36	1.88865e-15	4	0.00671036	0.582855	0.0280984	0.00666623	0.35795	0.0177203	291.3142
4505	-27083.49	-26852.55	-230.9382	0.03950614	1.865174e-05	0.03576769	0.02993582	0.326791	0.288659	0.127907	0.256643	3.21132e-16	2.67634e-08	0.00115085	3.99885	0.00617399	0.541571	0.0218664	0.00607464	0.412894	0.0114196	259.2525
4510	-27082.96	-26853.92	-229.0379	0.02863864	1.99497e-05	0.039104	0.0394624	0.326452	0.28659	0.129092	0.257867	5.30275e-22	3.44234e-11	7.27242e-05	3.99993	0.00916809	0.518898	0.0226859	0.0090321	0.428369	0.0118475	242.0805
4515	-27079.08	-26852.69	-226.3848	0.03799135	2.198516e-05	0.06011248	0.04926161	0.326452	0.28659	0.129092	0.257867	7.9279e-17	1.32995e-08	0.000861029	3.99914	0.00825343	0.570371	0.0204227	0.00465448	0.385632	0.0106656	227.7216
4520	-27085.01	-26858.46	-226.544	0.07864484	2.25123e-05	0.04868218	0.04288229	0.322414	0.283046	0.127495	0.267045	1.22484e-08	0.000164744	0.0430102	3.95683	0.0060403	0.539411	0.0221458	0.00897124	0.41817	0.00526128	205.146
4525	-27078.54	-26850.75	-227.7955	0.043552	2.043958e-05	0.03493996	0.034376	0.3193	0.288933	0.127301	0.264466	8.35804e-15	1.3649e-07	0.00226244	3.99774	0.00596784	0.53294	0.0309196	0.0113864	0.413154	0.00563215	222.185
4530	-27079.35	-26851.83	-227.5289	0.0647096	2.203009e-05	0.03963874	0.03132046	0.324069	0.28816	0.131182	0.256589	2.75724e-10	2.47467e-05	0.0195785	3.9804	0.00681764	0.535919	0.0246872	0.0114501	0.415463	0.00566363	223.0147
4535	-27075.66	-26848.05	-227.6069	0.03180124	2.048052e-05	0.03437221	0.03359436	0.323838	0.282221	0.131089	0.262853	6.53046e-20	3.81906e-10	0.000197381	3.9998	0.00746285	0.534964	0.0212369	0.0106097	0.42212	0.00360598	233.8959
4540	-27087.69	-26859.1	-228.5835	0.06807339	2.23157e-05	0.04186615	0.04125525	0.324217	0.282551	0.131242	0.261989	7.94298e-10	4.19903e-05	0.0243842	3.97557	0.00452733	0.560409	0.0214804	0.00497671	0.398507	0.0100991	231.2842
4545	-27090.06	-26862.05	-228.0139	0.04154333	2.091973e-05	0.04117179	0.03922597	0.320116	0.280328	0.133353	0.266202	1.79411e-15	6.32483e-08	0.0016443	3.99836	0.00727949	0.54187	0.0321628	0.00481207	0.401446	0.0124301	239.3524
4550	-27085.72	-26858.41	-227.3115	0.03588897	2.299316e-05	0.0563114	0.05602942	0.319438	0.279734	0.129556	0.271272	9.35357e-18	4.569e-09	0.000552722	3.99945	0.0073497	0.547096	0.0241525	0.00382117	0.405031	0.01255	225.8844
4555	-27079.85	-26855.68	-224.1725	0.01098078	2.431224e-05	0.04789727	0.04556123	0.32823	0.281464	0.133122	0.257184	8.31691e-56	4.31767e-28	7.04131e-12	4	0.00689949	0.513583	0.0299285	0.00321341	0.441962	0.00441382	208.5279
4560	-27075.72	-26852.06	-223.6661	0.002105666	2.418806e-05	0.04468449	0.03955957	0.322013	0.286594	0.132553	0.258839	6.68921e-287	1.22545e-143	7.79349e-60	4	0.00659322	0.525846	0.0280356	0.0101707	0.414009	0.0153449	204.9658
4565	-27076.41	-26855.93	-220.4823	0.02441989	2.561439e-05	0.05235547	0.04340525	0.330077	0.284111	0.134747	0.251064	1.23871e-25	5.26314e-13	1.28326e-05	3.99999	0.00678836	0.54141	0.0236601	0.010057	0.402177	0.0159077	195.2863
4570	-27085.03	-26861.58	-223.4441	0.05126349	2.755713e-05	0.05843676	0.06095265	0.329849	0.281877	0.134654	0.253619	1.00243e-12	1.49381e-06	0.00610599	3.99389	0.00595359	0.505544	0.02789	0.0106649	0.43739	0.0125575	182.2346
4575	-27080.59	-26854.11	-226.4797	0.04752031	2.518021e-05	0.06449774	0.04639827	0.327171	0.281681	0.133561	0.257588	1.19184e-13	5.15245e-07	0.0039259	3.99607	0.00872235	0.554484	0.028718	0.00702817	0.394234	0.00681377	192.5957
4580	-27077.07	-26854.82	-222.2437	0.02530166	2.606639e-05	0.04891639	0.04943763	0.332411	0.279235	0.132401	0.255952	8.95619e-25	1.41511e-12	1.93443e-05	3.99998	0.00749877	0.556918	0.0155259	0.00403203	0.40848	0.00754511	189.14
4585	-27088.55	-26863.79	-224.7583	0.002138814	2.49187e-05	0.05683341	0.04642205	0.314789	0.286217	0.1355	0.263493	1.80592e-282	2.01352e-141	6.47609e-59	4	0.0265608	0.536198	0.0244631	0.00491876	0.400184	0.00767538	192.3457
4590	-27085.39	-26860.27	-225.1183	0.05285501	2.5136e-05	0.03885647	0.02640781	0.318198	0.284948	0.130506	0.266348	2.26244e-12	2.24387e-06	0.00722907	3.99277	0.00773276	0.536009	0.0263702	0.00735047	0.400042	0.0224955	179.9374
4595	-27084.52	-26857.47	-227.0529	0.03623972	2.337899e-05	0.02899859	0.03257532	0.319545	0.287541	0.136344	0.25657	1.35931e-17	5.50781e-09	0.00059728	3.9994	0.0100664	0.543405	0.0218298	0.00512318	0.405563	0.0140129	206.8838
4600	-27076.14	-26850.51	-225.6294	0.0479066	2.280154e-05	0.0307603	0.02684431	0.325736	0.28598	0.132542	0.255742	1.50782e-13	5.79516e-07	0.00412213	3.99588	0.0104793	0.537664	0.0236872	0.00443058	0.418188	0.00555167	215.5654
4605	-27077.77	-26852.46	-225.3084	0.01703757	2.161367e-05	0.04243736	0.02984313	0.325031	0.28896	0.131547	0.254462	2.57523e-36	2.4013e-18	7.79842e-08	4	0.00917947	0.523723	0.0243395	0.00734956	0.429704	0.00570456	222.8411
4610	-27076.49	-26852.2	-224.29	0.05885601	2.26894e-05	0.04415291	0.03098875	0.325136	0.289054	0.131266	0.254544	3.27758e-11	8.53627e-06	0.0125864	3.98741	0.0085772	0.5172	0.0290524	0.00955257	0.424352	0.0112659	222.2968
4615	-27072.43	-26850.95	-221.4735	0.03752893	2.580763e-05	0.03619451	0.02971862	0.323875	0.287568	0.128118	0.260439	5.05738e-17	1.06227e-08	0.000784379	3.99922	0.00759747	0.527701	0.0241247	0.00728135	0.422089	0.0112058	189.0803
4620	-27082.8	-26861.12	-221.6871	0.09481952	2.602223e-05	0.05201911	0.05564041	0.324364	0.285011	0.128312	0.262314	2.4708e-07	0.00073888	0.0801667	3.91909	0.00955197	0.516993	0.0225346	0.00555143	0.427698	0.0176715	212.3963
4625	-27074.36	-26851.06	-223.3041	0.05631441	2.383263e-05	0.0373199	0.02353047	0.326384	0.286786	0.129111	0.257719	1.13256e-11	5.01897e-06	0.0100965	3.9899	0.00929797	0.530971	0.0219354	0.00426953	0.416324	0.0172015	216.1623
4630	-27078.77	-26857.88	-220.8861	0.04174226	2.58176e-05	0.03914463	0.02737116	0.327277	0.284835	0.129464	0.258424	2.1033e-15	6.84806e-08	0.00169943	3.9983	0.00707633	0.48587	0.0182139	0.00507247	0.451184	0.0325832	196.4919
4635	-27080.56	-26857.58	-222.986	0.0005007168	2.616149e-05	0.04248708	0.04240678	0.322003	0.286709	0.131345	0.259943	0	0	5.08896e-250	4	0.00802483	0.544439	0.0239965	0.00575237	0.38555	0.0322376	186.2903
4640	-27086.16	-26865.59	-220.5797	0.01339301	2.734708e-05	0.06472046	0.05806291	0.322272	0.286151	0.128846	0.262731	6.23718e-46	3.73827e-23	7.88426e-10	4	0.00772921	0.524383	0.0189447	0.00722619	0.436784	0.00493273	183.0585
4645	-27082.86	-26858.93	-223.9262	0.0005101313	2.368507e-05	0.06041599	0.05435488	0.323609	0.28555	0.12938	0.26146	0	0	2.04891e-245	4	0.00804367	0.545467	0.0182209	0.0062468	0.416701	0.00532028	221.4719
4650	-27081.03	-26859.74	-221.2859	0.002373291	2.442877e-05	0.05770916	0.05154448	0.32462	0.28332	0.129784	0.262276	1.16854e-254	1.61964e-127	3.82464e-53	4	0.0130174	0.559589	0.0186927	0.00348755	0.395269	0.00994444	178.5568
4655	-27076.63	-26854.15	-222.4825	0.04382571	2.504557e-05	0.05432777	0.05179781	0.321995	0.287286	0.130586	0.260134	1.01958e-14	1.50748e-07	0.00235764	3.99764	0.00698074	0.56311	0.0188103	0.00333567	0.397756	0.010007	206.7284
4660	-27077.25	-26855.27	-221.9806	0.02003994	2.50663e-05	0.04710132	0.04691672	0.324493	0.289514	0.131599	0.254394	5.06745e-31	1.06493e-15	9.78196e-07	4	0.00596044	0.538039	0.0240324	0.00343781	0.426376	0.00215501	177.1475
4665	-27070.81	-26850.55	-220.2579	0.07179125	2.589e-05	0.05156869	0.04072512	0.326909	0.284223	0.132579	0.256288	2.27896e-09	7.11034e-05	0.0303441	3.96958	0.00475969	0.545964	0.0235591	0.00409516	0.417979	0.00364292	199.6844
4670	-27073.13	-26852.81	-220.3164	0.02298083	2.586088e-05	0.05080696	0.04072512	0.32679	0.28412	0.132895	0.256195	3.54166e-27	8.90057e-14	6.13817e-06	3.99999	0.00600914	0.54649	0.0235818	0.00959309	0.409347	0.00497908	179.8487
4675	-27075.23	-26853.51	-221.7226	0.019216	2.668468e-05	0.05471705	0.05726191	0.317656	0.289697	0.135442	0.257206	2.6102e-32	2.41709e-16	5.28648e-07	4	0.00605021	0.569535	0.0223942	0.00748106	0.385156	0.00938383	166.389
4680	-27073.51	-26852.14	-221.372	0.01689956	2.611155e-05	0.06485377	0.05402091	0.32033	0.284399	0.1359	0.259371	1.32509e-36	1.72253e-18	6.79408e-08	4	0.00875955	0.556213	0.0170237	0.0116238	0.390146	0.0162335	204.1988
4685	-27072.22	-26850.87	-221.3462	0.03595285	2.465062e-05	0.06547672	0.0557128	0.319312	0.291835	0.131306	0.257547	1.0018e-17	4.72847e-09	0.000560645	3.99944	0.00876044	0.527603	0.0230844	0.00639415	0.428419	0.00573926	191.0296
4690	-27074.18	-26853.13	-221.0509	0.04660098	2.657217e-05	0.06547672	0.05404572	0.32283	0.284033	0.132752	0.260385	6.70416e-14	3.86465e-07	0.00348429	3.99652	0.00882699	0.529988	0.0221629	0.00504364	0.430355	0.00362374	177.4759
4695	-27076.78	-26856.5	-220.2764	0.06412322	2.570588e-05	0.06547672	0.06699317	0.322212	0.284882	0.131744	0.261163	2.26691e-10	2.24398e-05	0.0187991	3.98118	0.00881464	0.529246	0.0221318	0.00503658	0.429752	0.0050188	187.1912
4700	-27069.96	-26848.84	-221.1208	0.01738051	2.456972e-05	0.04822805	0.04640148	0.320999	0.286106	0.132714	0.26018	1.28245e-35	5.35854e-18	1.08811e-07	4	0.00997076	0.560505	0.0203008	0.0104215	0.394198	0.00460358	181.6518
4705	-27075.4	-26850.64	-224.7609	0.0637914	2.456972e-05	0.06966608	0.07019058	0.320999	0.286106	0.132714	0.26018	2.0259e-10	2.1214e-05	0.0183658	3.98161	0.00960725	0.540071	0.0317288	0.00412144	0.407182	0.00728967	192.9832
4710	-27083.85	-26855.26	-228.5882	0.009484197	2.38605e-05	0.07437393	0.0603993	0.322713	0.287634	0.133423	0.25623	1.85463e-64	2.03917e-32	1.12811e-13	4	0.0091618	0.529953	0.0382222	0.00635762	0.40447	0.0118357	194.8267
4715	-27076.84	-26854.43	-222.404	0.002642627	2.550171e-05	0.07265175	0.06844242	0.322728	0.2876	0.133429	0.256242	8.37135e-229	1.37083e-114	8.87163e-48	4	0.0125108	0.522872	0.0234698	0.00560352	0.42862	0.00692393	176.7067
4720	-27076.39	-26854.47	-221.9181	0.008255715	2.471455e-05	0.08059063	0.07004004	0.321665	0.287127	0.13581	0.255398	6.64103e-74	3.85914e-37	1.23652e-15	4	0.00984822	0.498226	0.0223636	0.00288818	0.452962	0.0137119	185.6465
4725	-27081.11	-26858.47	-222.6355	0.05623261	2.439402e-05	0.08070262	0.08365392	0.320736	0.286299	0.133009	0.259956	1.09274e-11	4.92998e-06	0.0100219	3.98997	0.00980535	0.49087	0.0392076	0.00284554	0.446275	0.0109962	184.6252
4730	-27069.02	-26850.93	-218.0962	0.05398956	2.716447e-05	0.07191194	0.07904805	0.327813	0.279881	0.131844	0.260462	3.92521e-12	2.95529e-06	0.00810429	3.99189	0.00839407	0.564481	0.0179224	0.00256707	0.402601	0.00403473	185.1586
4735	-27071.02	-26853.44	-217.5734	0.1045825	2.911664e-05	0.0731364	0.06612828	0.327404	0.28613	0.129881	0.256584	9.65831e-07	0.00145951	0.106281	3.89226	0.00783112	0.526623	0.0167204	0.0023949	0.432447	0.0139832	187.2679
4740	-27066.36	-26849.54	-216.8159	0.09201796	2.722412e-05	0.07894877	0.07949759	0.329401	0.281776	0.130673	0.258149	1.58386e-07	0.00059173	0.0731145	3.92629	0.00346571	0.536277	0.0167574	0.00292162	0.427615	0.0129634	189.8642
4745	-27064.81	-26845.05	-219.7608	0.04446907	2.925875e-05	0.08325815	0.06781989	0.329015	0.281446	0.130655	0.258885	1.61111e-14	1.89487e-07	0.00259233	3.99741	0.00600766	0.534153	0.0163573	0.00572485	0.427615	0.0101423	170.2983
4750	-27075.41	-26853.66	-221.7432	0.03284736	2.53481e-05	0.08554277	0.08222968	0.328515	0.28174	0.131252	0.258492	2.61702e-19	7.6445e-10	0.000263242	3.99974	0.00851603	0.522343	0.0296991	0.0018038	0.429356	0.00828232	186.9031
4755	-27073.85	-26854.41	-219.4434	0.03603861	2.777086e-05	0.08254448	0.07992763	0.326398	0.286369	0.130406	0.256827	1.09806e-17	4.95039e-09	0.000571416	3.99943	0.00848803	0.530888	0.0238078	0.00390575	0.427944	0.0049657	175.7783
4760	-27079.68	-26859.25	-220.4304	0.09842146	2.63675e-05	0.0726633	0.07489929	0.326448	0.286348	0.130396	0.256808	4.21659e-07	0.000964923	0.0895437	3.90949	0.00632189	0.536203	0.0225864	0.00548704	0.422705	0.00669593	185.4383
4765	-27067.34	-26845.18	-222.1585	0.0157248	2.77879e-05	0.0696489	0.07840454	0.324427	0.284575	0.129589	0.261409	2.88949e-39	8.0445e-20	1.90505e-08	4	0.00809026	0.556815	0.0222322	0.00569797	0.399305	0.0078594	202.0998
4770	-27079.21	-26856.75	-222.4671	0.02924861	2.370451e-05	0.06843345	0.06732835	0.318014	0.286796	0.131741	0.263449	1.45505e-21	5.70188e-11	8.96634e-05	3.99991	0.0126343	0.548456	0.0217993	0.010243	0.392135	0.0147323	181.8863
