Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
4235	-27031.22	-26856.91	-174.3167	0.01267339	0.0002041145	0.8677456	0.8192426	0.320804	0.285138	0.132829	0.261229	1.74791e-48	1.97908e-24	2.32873e-10	4	0.00967956	0.515398	0.0234031	0.00970857	0.419547	0.0222642	22.12627
4240	-27024.43	-26852.24	-172.1814	0.008120453	0.0002224496	0.8688128	0.8180406	0.320003	0.287773	0.132497	0.259727	4.05052e-75	9.53088e-38	6.92039e-16	4	0.00532875	0.521549	0.030747	0.00496604	0.424554	0.0128554	23.41845
4245	-27025.88	-26855.54	-170.3458	0.05013082	0.000232882	0.8703161	0.8180151	0.324141	0.278563	0.13421	0.263086	5.44229e-13	1.10078e-06	0.00537942	3.99462	0.00803068	0.535572	0.0264168	0.00784431	0.412816	0.00931974	23.05478
4250	-27028.37	-26857.78	-170.5911	0.03784224	0.00022532	0.8720522	0.8174002	0.331474	0.28214	0.128241	0.258146	6.86634e-17	1.23772e-08	0.000835736	3.99916	0.0077935	0.501827	0.0260464	0.0146153	0.4443	0.00541791	25.2901
4255	-27027.43	-26858.23	-169.2011	0.02644419	0.0002064544	0.8740908	0.8162035	0.331517	0.282177	0.128126	0.25818	9.55255e-24	4.62109e-12	3.16092e-05	3.99997	0.00792999	0.510616	0.0184016	0.00620958	0.452081	0.00476215	23.97352
4260	-27022.64	-26854.51	-168.1261	0.04904109	0.0002449366	0.8744968	0.8160689	0.325899	0.282448	0.128418	0.263235	2.94437e-13	8.0974e-07	0.00473589	3.99526	0.00890983	0.507969	0.0183062	0.00703335	0.449738	0.00804334	22.27944
4265	-27029	-26863.05	-165.9436	0.01000587	0.0002275939	0.87514	0.8163707	0.323951	0.280759	0.134045	0.261245	3.78344e-61	9.20978e-31	5.48443e-13	4	0.0105008	0.507048	0.018273	0.00702059	0.448922	0.00823597	25.68097
4270	-27031.63	-26862.61	-169.0225	0.03727058	0.0002491287	0.8761472	0.8145337	0.324774	0.280418	0.133882	0.260927	3.9151e-17	9.34659e-09	0.000743817	3.99926	0.0111665	0.539192	0.0214626	0.00655114	0.409904	0.0117239	19.23441
4275	-27028.79	-26861.54	-167.2464	0.009584396	0.0002310761	0.8766961	0.8144957	0.329076	0.284133	0.129672	0.257119	8.54871e-64	4.37796e-32	1.54905e-13	4	0.0133334	0.544048	0.0128621	0.00484592	0.413596	0.0113149	23.20111
4280	-27026.12	-26855.35	-170.7721	0.002948039	0.0002228863	0.8760605	0.8141715	0.326587	0.281983	0.128691	0.262739	3.3511e-205	8.67301e-103	7.01332e-43	4	0.0121742	0.529383	0.0301042	0.00442463	0.397262	0.0266514	21.91789
4285	-27026.39	-26857.93	-168.4643	0.03346486	0.0002201042	0.8734405	0.8142673	0.326048	0.281517	0.130129	0.262306	5.70127e-19	1.12826e-09	0.000309383	3.99969	0.0106898	0.488253	0.03332	0.00386171	0.438734	0.0251411	25.92404
4290	-27025.06	-26855.02	-170.0397	0.0220246	0.0002140109	0.873747	0.8170318	0.325182	0.279223	0.133986	0.261609	2.58137e-28	2.40312e-14	3.56511e-06	4	0.00902819	0.497608	0.0281408	0.00349688	0.440493	0.0212332	23.53616
4295	-27021.62	-26849.2	-172.4148	0.04137501	0.0002278844	0.8739975	0.817022	0.325031	0.279558	0.133924	0.261488	1.56641e-15	5.90994e-08	0.00159866	3.9984	0.00439051	0.544892	0.0190978	0.00595382	0.404144	0.0215211	22.20884
4300	-27027.75	-26855.2	-172.5535	0.04932472	0.000213897	0.8756581	0.8162808	0.324638	0.279721	0.134001	0.261639	3.46391e-13	8.78258e-07	0.00489823	3.9951	0.00384178	0.533763	0.0310041	0.00774095	0.39589	0.0277599	23.86288
4305	-27020.28	-26849.45	-170.8217	0.04054273	0.0002283922	0.8752733	0.8161456	0.330669	0.277223	0.132805	0.259303	7.87502e-16	4.1907e-08	0.00138617	3.99861	0.00599844	0.489733	0.0252805	0.00912212	0.456477	0.0133891	21.30449
4310	-27023.07	-26853.68	-169.3979	0.03659276	0.0002145745	0.8729132	0.8162621	0.331473	0.278054	0.133203	0.25727	1.96596e-17	6.62359e-09	0.000644787	3.99936	0.00524989	0.551623	0.0336202	0.0034043	0.399513	0.00658976	22.6895
4315	-27026.1	-26858.93	-167.1644	0.07314112	0.0002269236	0.8741025	0.8159007	0.324579	0.289669	0.130774	0.254977	3.25398e-09	8.49533e-05	0.032671	3.96724	0.00673794	0.531596	0.0334716	0.00933926	0.412424	0.00643184	23.20053
4320	-27029.8	-26857.43	-172.3739	0.07600391	0.0002229295	0.8695794	0.8166584	0.317686	0.289259	0.135634	0.257421	6.64143e-09	0.000121339	0.0378823	3.962	0.010831	0.546871	0.0137227	0.00862409	0.413812	0.00613913	21.02129
4325	-27028.07	-26858.45	-169.629	0.05450181	0.0002465905	0.8736877	0.8146953	0.328617	0.284891	0.127074	0.259419	4.99614e-12	3.33401e-06	0.00852015	3.99148	0.0108874	0.549717	0.033954	0.00529222	0.39046	0.00968885	21.29599
4330	-27016.29	-26844.41	-171.8713	0.0102724	0.0002257725	0.8722786	0.8155552	0.324282	0.280572	0.132072	0.263074	1.37745e-59	5.55691e-30	1.15636e-12	4	0.00685594	0.534297	0.0253237	0.00464881	0.41733	0.0115442	22.99624
4335	-27028.56	-26856.15	-172.4062	0.02670744	0.0002257725	0.8700435	0.8165748	0.324282	0.280572	0.132072	0.263074	1.60143e-23	5.98313e-12	3.51855e-05	3.99996	0.00695381	0.513569	0.0255616	0.00138018	0.44672	0.00581538	22.93079
4340	-27031.02	-26861.13	-169.8872	0.01874987	0.0002032085	0.8705196	0.8140524	0.327471	0.280755	0.132158	0.259616	4.34304e-33	9.85986e-17	3.64387e-07	4	0.00671775	0.496135	0.0347657	0.0105966	0.431555	0.0202292	27.40314
4345	-27037.35	-26863.33	-174.0191	0.000603547	0.0002278671	0.8706047	0.8129003	0.327634	0.277057	0.13335	0.261959	0	0	1.65542e-207	4	0.00535456	0.522741	0.0333761	0.00480149	0.414306	0.0194207	19.77756
4350	-27028.27	-26863.11	-165.1571	0.04073724	0.0002427282	0.8708778	0.8124622	0.320538	0.281782	0.12939	0.26829	9.27128e-16	4.54699e-08	0.0014339	3.99857	0.00984941	0.532389	0.014931	0.00232788	0.423989	0.0165134	24.24051
4355	-27023.09	-26858.08	-165.0093	0.01790522	0.0002658076	0.8721792	0.812289	0.333433	0.278688	0.131543	0.256336	1.32775e-34	1.72411e-17	1.76721e-07	4	0.0116342	0.531155	0.0183931	0.00232248	0.423007	0.0134884	21.66647
4360	-27021.58	-26855.71	-165.8739	0.05643691	0.0002563504	0.8730062	0.8116687	0.325653	0.283499	0.126212	0.264636	1.1947e-11	5.15476e-06	0.010209	3.98979	0.0042546	0.537873	0.0190427	0.002514	0.428357	0.00795826	18.26413
4365	-27023.24	-26853.72	-169.5134	0.0764511	0.0002423437	0.8769811	0.8124217	0.323734	0.281829	0.13136	0.263077	7.38865e-09	0.000127978	0.0387294	3.96114	0.00505529	0.566868	0.0249496	0.00133918	0.397471	0.00431654	19.01453
4370	-27022.35	-26854.33	-168.0186	0.04297659	0.000243378	0.8768642	0.8091109	0.324348	0.280468	0.131609	0.263576	5.45833e-15	1.10307e-07	0.00207109	3.99793	0.00744781	0.540885	0.0291514	0.00230692	0.416695	0.00351344	21.05065
4375	-27017.11	-26848.31	-168.7961	0.01288027	0.00023498	0.8768314	0.8068682	0.324825	0.28088	0.130332	0.263963	1.01279e-47	4.76383e-24	3.35308e-10	4	0.00523656	0.563343	0.021167	0.00803668	0.399016	0.00320098	21.32594
4380	-27023.98	-26857.48	-166.5032	0.01642045	0.0002504245	0.8787029	0.804367	0.324995	0.281027	0.129876	0.264102	1.21008e-37	5.20557e-19	4.13483e-08	4	0.00625303	0.564966	0.0201023	0.0203279	0.378945	0.00940571	21.71616
4385	-27020.11	-26851.53	-168.5718	0.06833791	0.0002410046	0.8813178	0.8034795	0.324995	0.281027	0.129876	0.264102	8.59407e-10	4.36764e-05	0.0247861	3.97517	0.00512159	0.52811	0.0248654	0.00568039	0.428068	0.00815463	21.04252
4390	-27039.28	-26872.25	-167.0248	0.06814441	0.0002777201	0.8815586	0.8063011	0.321597	0.283305	0.133759	0.26134	8.11328e-10	4.24378e-05	0.0244918	3.97547	0.00999159	0.516389	0.0180057	0.0152963	0.418567	0.0217503	17.76978
4395	-27019.16	-26853.85	-165.3177	0.06039753	0.0002692826	0.8810997	0.8065306	0.322317	0.284904	0.132973	0.259806	5.97758e-11	1.15265e-05	0.0142574	3.98573	0.00672359	0.492505	0.025748	0.0145888	0.438271	0.0221639	19.62654
4400	-27031.01	-26862.59	-168.4187	0.01879735	0.0002543909	0.8829796	0.807269	0.323764	0.281694	0.13357	0.260972	5.23481e-33	1.08249e-16	3.78783e-07	4	0.0104815	0.495984	0.0207236	0.00957912	0.433767	0.029465	17.92597
4405	-27029.52	-26861.27	-168.248	0.02529296	0.0002466031	0.8826201	0.8066378	0.32162	0.285824	0.132648	0.259908	8.78889e-25	1.40183e-12	1.92687e-05	3.99998	0.0140722	0.499671	0.030821	0.00931226	0.421682	0.0244415	19.44681
4410	-27036.49	-26865.86	-170.6319	0.08808169	0.0002440268	0.8834043	0.8064817	0.330921	0.279438	0.132254	0.257387	8.08349e-08	0.000422879	0.0636037	3.93597	0.0141648	0.502959	0.0218133	0.0153655	0.424458	0.02124	19.01097
4415	-27028.12	-26861.8	-166.3274	0.04606323	0.000249445	0.8864449	0.8065253	0.320389	0.28709	0.133232	0.259289	4.73764e-14	3.24892e-07	0.00324222	3.99676	0.0126751	0.55823	0.0283252	0.0116794	0.379819	0.00927122	20.8293
4420	-27025.58	-26857.86	-167.719	0.00934118	0.0002487406	0.8844172	0.8062696	0.321712	0.288276	0.131915	0.258097	1.9786e-65	6.66055e-33	7.09045e-14	4	0.00876287	0.54556	0.030783	0.00530392	0.39983	0.00975969	20.6923
4425	-27029.73	-26859.12	-170.6148	0.05941412	0.0002405941	0.8835741	0.8059253	0.323624	0.289989	0.1327	0.253687	4.08887e-11	9.53395e-06	0.0131773	3.98681	0.00536736	0.53419	0.0261106	0.00414364	0.414716	0.0154725	20.6923
4430	-27021.07	-26855.35	-165.7182	0.02992275	0.0002350443	0.8817584	0.8087558	0.328418	0.28509	0.13261	0.253882	4.23229e-21	9.72394e-11	0.000111893	3.99989	0.00553578	0.531674	0.0256224	0.00900432	0.412763	0.0153996	20.53074
4435	-27020.84	-26852.82	-168.0174	0.008982226	0.0002607636	0.8803021	0.8078443	0.328091	0.284807	0.133473	0.253629	5.25654e-68	3.43316e-34	2.07109e-14	4	0.00660513	0.535045	0.0205902	0.0045797	0.41538	0.0178006	17.79827
4440	-27021.25	-26855.41	-165.8344	0.03441714	0.0002597616	0.8819362	0.8099186	0.319322	0.287722	0.129831	0.263125	1.79345e-18	2.00093e-09	0.000392403	3.99961	0.0132268	0.519793	0.0230177	0.00783075	0.414537	0.0215947	18.48118
4445	-27017.04	-26853.15	-163.8931	0.04331098	0.0002804621	0.8850655	0.8081805	0.319322	0.287722	0.129831	0.263125	7.00156e-15	1.24927e-07	0.00218085	3.99782	0.00594723	0.531765	0.0190669	0.00352836	0.418185	0.0215079	19.99185
4450	-27019.84	-26855.52	-164.3139	0.0563464	0.0002606082	0.8864653	0.8073045	0.321532	0.289714	0.130729	0.258025	1.1485e-11	5.05414e-06	0.0101258	3.98987	0.00660285	0.53234	0.015538	0.00405985	0.419865	0.0215943	20.83029
4455	-27023.4	-26854.97	-168.4263	0.007366712	0.0002385995	0.88515	0.8078719	0.322842	0.286632	0.131448	0.259077	1.05113e-82	1.53544e-41	1.84488e-17	4	0.00997632	0.546943	0.0172658	0.00432693	0.398958	0.0225296	18.81299
4460	-27022.53	-26852.09	-170.4333	0.02414276	0.0002712888	0.884848	0.8033791	0.323223	0.28697	0.131603	0.258204	6.45639e-26	3.79984e-13	1.121e-05	3.99999	0.00523395	0.519334	0.0191238	0.0145999	0.421528	0.0201798	18.93651
4465	-27023.94	-26855.18	-168.7606	0.01376327	0.0002443647	0.8857514	0.8019528	0.321993	0.285879	0.131146	0.260982	1.00993e-44	1.50421e-22	1.40505e-09	4	0.00580324	0.575821	0.0212039	0.0111524	0.363644	0.0223747	18.93651
4470	-27022.56	-26857.01	-165.5563	0.0312498	0.0002738037	0.8842559	0.8018865	0.327563	0.28353	0.130069	0.258838	3.02628e-20	2.59992e-10	0.000168275	3.99983	0.00858329	0.495214	0.0258229	0.0136054	0.445108	0.0116666	16.82245
4475	-27025.15	-26859.04	-166.1118	0.08450129	0.0002686738	0.8829583	0.8010905	0.32948	0.282512	0.129768	0.25824	4.15178e-08	0.000303158	0.0553994	3.9443	0.00679963	0.551658	0.0287662	0.0105983	0.394423	0.0077556	17.40421
4480	-27022.4	-26856.99	-165.4135	0.04636332	0.0002639394	0.8839026	0.8011564	0.326217	0.279713	0.13364	0.260431	5.75623e-14	3.5811e-07	0.00337585	3.99662	0.0118617	0.528823	0.0213773	0.00125646	0.427608	0.00907375	21.89117
4485	-27019.04	-26855.01	-164.0239	0.02727315	0.0002903531	0.886234	0.8026743	0.331566	0.2843	0.128885	0.255249	4.69951e-23	1.0249e-11	4.39901e-05	3.99996	0.0133857	0.527443	0.0213215	0.0025302	0.426491	0.00882834	19.92098
4490	-27021.57	-26856.46	-165.1162	0.04217933	0.0002809935	0.8861191	0.8018242	0.330989	0.283805	0.127063	0.258142	2.96706e-15	8.13325e-08	0.00182513	3.99817	0.00756532	0.565943	0.022278	0.00251484	0.392602	0.00909729	17.92822
4495	-27017.56	-26853.7	-163.864	0.02842872	0.0002726967	0.8886245	0.8017154	0.32902	0.282117	0.126307	0.262555	3.70919e-22	2.87905e-11	6.75273e-05	3.99993	0.00538764	0.556746	0.0286653	0.002725	0.393021	0.013455	16.48952
4500	-27022.99	-26860.23	-162.758	0.06834002	0.0002999459	0.8895458	0.8010542	0.32902	0.282117	0.126307	0.262555	8.59944e-10	4.369e-05	0.0247893	3.97517	0.00481722	0.548747	0.0287874	0.00944176	0.394695	0.0135123	17.83594
4505	-27022.8	-26857.69	-165.107	0.06834002	0.0003003657	0.8912725	0.8036298	0.330095	0.283039	0.127642	0.259223	8.59944e-10	4.369e-05	0.0247893	3.97517	0.00551941	0.517773	0.0179079	0.01612	0.429131	0.0135494	16.86202
4510	-27028.93	-26866.63	-162.2942	0.06053398	0.000308551	0.8927958	0.8042779	0.332941	0.28524	0.127698	0.254121	6.29485e-11	1.18283e-05	0.0144112	3.98558	0.00781586	0.538513	0.0304132	0.0124596	0.393573	0.0172259	19.55728
4515	-27025.84	-26863.51	-162.3366	0.06873725	0.0002798027	0.890527	0.8043803	0.332941	0.28524	0.127698	0.254121	9.66837e-10	4.63244e-05	0.0253992	3.97455	0.00951383	0.534082	0.0370204	0.00480557	0.40055	0.014028	18.67952
4520	-27018.5	-26857.28	-161.2181	0.07084821	0.0002932839	0.8911061	0.802857	0.330482	0.284366	0.131811	0.253342	1.7627e-09	6.25382e-05	0.0287694	3.97117	0.00793065	0.542065	0.0285876	0.00339883	0.406537	0.0114808	15.35409
4525	-27019.57	-26857.88	-161.6989	0.01241329	0.0003244052	0.8893173	0.805067	0.320537	0.283001	0.13512	0.261342	1.76654e-49	6.29181e-25	1.44734e-10	4	0.00882811	0.527363	0.0180249	0.00256709	0.426119	0.0170981	15.95539
4530	-27016.32	-26854.44	-161.8804	0.05780803	0.0003124407	0.8923439	0.8061369	0.320537	0.283001	0.13512	0.261342	2.13887e-11	6.8964e-06	0.0115199	3.98847	0.00723554	0.541278	0.0178449	0.00507428	0.410388	0.0181793	16.46401
4535	-27020.53	-26858.91	-161.6193	0.07904665	0.0003248142	0.895545	0.8086482	0.323166	0.284249	0.133401	0.259183	1.33957e-08	0.000172282	0.0438164	3.95601	0.00755644	0.467741	0.0343038	0.0134256	0.469816	0.00715657	17.50029
4540	-27018.48	-26855.82	-162.6659	0.0142553	0.0002874296	0.8931549	0.8072366	0.324957	0.284198	0.127485	0.26336	3.2667e-43	8.55458e-22	2.89053e-09	4	0.00594048	0.519941	0.0234319	0.0122817	0.429785	0.00862075	16.35194
4545	-27023.33	-26861.58	-161.7456	0.02770766	0.0003052734	0.8899572	0.8089961	0.32025	0.293612	0.12595	0.260189	1.04281e-22	1.52665e-11	5.18995e-05	3.99995	0.0105104	0.553984	0.0249661	0.0130858	0.388269	0.0091852	18.88613
4550	-27025.4	-26862.17	-163.2315	0.06534243	0.0003108664	0.8906483	0.8093682	0.32025	0.293612	0.12595	0.260189	3.39263e-10	2.74489e-05	0.0204392	3.97953	0.00642776	0.525354	0.0172496	0.0132191	0.428123	0.00962658	15.99245
4555	-27020.77	-26853.52	-167.2542	0.0514359	0.0002918547	0.8892587	0.810398	0.319115	0.292571	0.129048	0.259267	1.09751e-12	1.56302e-06	0.00622184	3.99378	0.0085633	0.533066	0.0321191	0.0119502	0.403368	0.0109334	16.83533
4560	-27024.42	-26856.64	-167.7804	0.02042732	0.0002684686	0.8882033	0.8113311	0.320602	0.289274	0.129649	0.260475	1.88142e-30	2.05189e-15	1.28418e-06	4	0.0115797	0.551312	0.0178626	0.00839883	0.405025	0.0058226	19.47883
4565	-27020.33	-26856.14	-164.1949	0.004446255	0.0002591696	0.8871667	0.8125098	0.320616	0.289287	0.129611	0.260487	2.19102e-136	2.21739e-68	1.33761e-28	4	0.0115811	0.551379	0.0180004	0.00486547	0.405074	0.00910076	18.98581
4570	-27026.81	-26863.4	-163.4058	0.02453547	0.0002731053	0.8873277	0.812904	0.3331	0.282358	0.126506	0.258035	1.61844e-25	6.01595e-13	1.35646e-05	3.99999	0.0071162	0.547997	0.01789	0.00725457	0.402589	0.0171533	20.17567
4575	-27020.93	-26853.9	-167.0245	0.05552073	0.0002863317	0.8873229	0.8114268	0.330081	0.279799	0.134425	0.255696	7.96688e-12	4.20976e-06	0.00938605	3.99061	0.00689025	0.516801	0.0205391	0.00584717	0.441967	0.00795505	16.25068
4580	-27018.72	-26855.47	-163.2454	0.0396728	0.0002905759	0.8879052	0.8116151	0.329638	0.279424	0.134245	0.256693	3.72127e-16	2.88097e-08	0.00118658	3.99881	0.00705814	0.514617	0.0290892	0.0156922	0.426311	0.00723267	19.34306
4585	-27026.92	-26860.15	-166.7705	0.0350496	0.0002585963	0.8866646	0.8108593	0.329275	0.279115	0.135201	0.256409	3.70932e-18	2.87747e-09	0.00045624	3.99954	0.00754253	0.549934	0.0269665	0.0167691	0.393648	0.00513985	21.16277
4590	-27023.96	-26856.18	-167.782	0.04204828	0.0002758529	0.8881101	0.8095045	0.325311	0.280891	0.136061	0.257737	2.67823e-15	7.72732e-08	0.00178677	3.99821	0.00775512	0.565435	0.0277266	0.0118178	0.383735	0.00353114	19.01028
4595	-27026.81	-26857.75	-169.0661	0.01169805	0.0002466486	0.887446	0.8090351	0.327254	0.285964	0.128739	0.258043	1.91304e-52	2.07063e-26	3.50945e-11	4	0.00854694	0.50859	0.0245836	0.00552275	0.422915	0.0298423	22.27257
4600	-27027.85	-26859.96	-167.8947	0.02046415	0.0002416623	0.8859288	0.8079498	0.327254	0.285964	0.128739	0.258043	2.12581e-30	2.18108e-15	1.31713e-06	4	0.00618484	0.590068	0.0176586	0.00648979	0.374161	0.00543796	22.5872
4605	-27022.35	-26851.94	-170.4124	0.03839811	0.000239527	0.8892074	0.8058229	0.327119	0.285846	0.128686	0.258348	1.16682e-16	1.6134e-08	0.000932888	3.99907	0.00505093	0.555943	0.0277283	0.00262785	0.401127	0.00752368	20.45216
4610	-27030.03	-26857.81	-172.2162	0.01176789	0.0002129463	0.8875706	0.8060278	0.327939	0.285498	0.128529	0.258034	3.86518e-52	2.94322e-26	4.06088e-11	4	0.00991923	0.567321	0.022985	0.00466674	0.38332	0.0117883	22.0662
4615	-27033.93	-26862.83	-171.1032	0.02423504	0.0002115225	0.8869145	0.8062537	0.330398	0.28014	0.129493	0.259969	8.034e-26	4.23871e-13	1.17301e-05	3.99999	0.00465593	0.568046	0.0230144	0.00738138	0.38381	0.013092	21.42866
4620	-27023.11	-26852.86	-170.2441	0.01655423	0.0002303967	0.8860159	0.8078388	0.324013	0.282812	0.130728	0.262448	2.39394e-37	7.32172e-19	4.76363e-08	4	0.00657289	0.549092	0.0178858	0.00569033	0.412117	0.00864226	21.52666
4625	-27025.06	-26854.84	-170.2224	0.02368868	0.0002442087	0.8889101	0.8071539	0.323258	0.284483	0.130423	0.261836	2.14784e-26	2.19174e-13	8.92159e-06	3.99999	0.0073838	0.529735	0.0329146	0.00679336	0.401929	0.0212439	20.44573
4630	-27024.88	-26857.39	-167.4972	0.0530835	0.0002607812	0.8905146	0.8071211	0.326795	0.287364	0.13185	0.253991	2.53274e-12	2.37409e-06	0.00740029	3.9926	0.0109851	0.508967	0.0315113	0.00685493	0.431352	0.0103303	20.43004
4635	-27024.07	-26857.5	-166.5732	0.03155467	0.000265858	0.892656	0.8064354	0.321703	0.282887	0.129796	0.265614	4.64542e-20	3.22111e-10	0.000183918	3.99982	0.0115088	0.506257	0.0161033	0.00857612	0.451914	0.00564092	17.75177
4640	-27022.53	-26854.07	-168.4589	0.01527205	0.0002540396	0.8928354	0.8067186	0.321707	0.282885	0.129795	0.265612	2.11742e-40	2.17776e-20	1.10764e-08	4	0.0102067	0.502705	0.0230623	0.0127501	0.448742	0.00253379	20.94267
4645	-27029.03	-26857.4	-171.6233	0.002076705	0.0002331916	0.8922567	0.8080263	0.320365	0.286884	0.129005	0.263746	6.88641e-291	1.24339e-145	1.15952e-60	4	0.00534378	0.510829	0.020966	0.00198992	0.455995	0.00487617	24.09914
4650	-27022.79	-26853.84	-168.9578	0.07277987	0.0002229789	0.8932274	0.8049292	0.320514	0.284367	0.133688	0.261431	2.96199e-09	8.10546e-05	0.0320399	3.96788	0.008413	0.536768	0.0248979	0.00242647	0.418967	0.00852726	20.87891
4655	-27024.95	-26853.74	-171.2076	0.09898548	0.0002358097	0.8914548	0.8028698	0.320218	0.28449	0.133747	0.261545	4.56855e-07	0.00100433	0.0910412	3.90795	0.0085502	0.545522	0.01541	0.00144001	0.4258	0.00327842	21.29576
4660	-27029.83	-26856.21	-173.6149	0.0007143871	0.0002570713	0.8913747	0.8025669	0.322895	0.277721	0.134072	0.265312	0	0	2.1726e-175	4	0.00818727	0.54222	0.0333171	0.00192619	0.407706	0.00664335	20.66893
4665	-27032.15	-26856.91	-175.2409	0.01471429	0.0002289137	0.8902377	0.8024523	0.327872	0.28396	0.132015	0.256153	6.78426e-42	3.89832e-21	5.42418e-09	4	0.00886713	0.592941	0.0181551	0.00299426	0.374747	0.00229588	20.07207
4670	-27033.24	-26861.71	-171.5313	0.001335353	0.0002371981	0.8915157	0.8019586	0.32802	0.283636	0.132075	0.256269	0	4.16121e-226	4.61326e-94	4	0.00929141	0.526703	0.0296855	0.00914825	0.423708	0.00146447	22.45888
4675	-27034.58	-26861.92	-172.656	0.02114432	0.0002167644	0.8915496	0.8003853	0.327447	0.283141	0.133591	0.255821	1.87876e-29	6.48364e-15	2.07002e-06	4	0.00771086	0.545948	0.0257404	0.00784003	0.412006	0.000754277	22.18784
4680	-27028.58	-26857.85	-170.7354	0.03287428	0.000232567	0.8891713	0.8031408	0.327447	0.283141	0.133591	0.255821	2.70904e-19	7.77772e-10	0.000265135	3.99973	0.0136208	0.541393	0.0261819	0.00777461	0.408568	0.00246132	20.93912
4685	-27030.99	-26860.09	-170.9035	0.03439442	0.0002148009	0.8901134	0.8015191	0.328714	0.282827	0.134147	0.254312	1.74636e-18	1.97449e-09	0.000390243	3.99961	0.00813582	0.531735	0.0227158	0.00763591	0.425867	0.00391098	20.93912
4690	-27021.02	-26851.22	-169.7909	0.008601909	0.0002557087	0.8886021	0.799557	0.320829	0.285963	0.136076	0.257132	5.71769e-71	1.13232e-35	5.02625e-15	4	0.00819824	0.519832	0.0243768	0.014556	0.416335	0.0167019	18.66968
4695	-27022.12	-26850.18	-171.9419	0.01635417	0.0002518865	0.888901	0.8003247	0.325769	0.282761	0.13038	0.261091	8.59429e-38	4.38702e-19	3.85145e-08	4	0.00783507	0.558691	0.0215303	0.0128563	0.389957	0.00913017	19.35099
4700	-27014.24	-26845.57	-168.664	0.004837619	0.0002319527	0.8890251	0.7997173	0.325769	0.282761	0.13038	0.261091	1.97318e-125	6.65406e-63	2.50943e-26	4	0.0047131	0.516475	0.0241292	0.00742222	0.437029	0.0102323	22.19863
4705	-27025.85	-26856.15	-169.7003	0.03268591	0.0002415033	0.8889472	0.8008905	0.32665	0.283526	0.130732	0.259092	2.12464e-19	6.88803e-10	0.000252103	3.99975	0.00701279	0.529014	0.0127081	0.000782419	0.447639	0.0028442	21.16482
4710	-27028.66	-26862.13	-166.5261	0.01494871	0.0002736356	0.8885647	0.801318	0.327003	0.284686	0.130224	0.258086	2.97249e-41	8.15977e-21	7.37e-09	4	0.00937253	0.518578	0.0118329	0.00107421	0.456347	0.00279542	18.68859
4715	-27030.61	-26863.69	-166.9172	0.07784368	0.0002736356	0.8879503	0.797244	0.327003	0.284686	0.130224	0.258086	1.02176e-08	0.000150478	0.041423	3.95843	0.00776632	0.503433	0.0285563	0.00195343	0.443019	0.0152715	16.34581
4720	-27025.5	-26858.24	-167.2597	0.04233953	0.0002715199	0.8866741	0.7976106	0.326308	0.28408	0.132075	0.257537	3.35985e-15	8.65475e-08	0.0018728	3.99813	0.00775109	0.502446	0.0285003	0.0019496	0.428377	0.0309761	18.00066
4725	-27023.66	-26859.32	-164.3427	0.03169225	0.0002885899	0.8876096	0.7980077	0.324076	0.284993	0.12746	0.263471	5.62141e-20	3.54333e-10	0.000191339	3.99981	0.0103386	0.52272	0.0271724	0.00181889	0.408417	0.0295328	16.67737
4730	-27029.62	-26862.4	-167.2229	0.0846375	0.0002784939	0.8867175	0.7996018	0.320683	0.288826	0.129779	0.260713	4.26276e-08	0.00030718	0.0557032	3.94399	0.0104845	0.555229	0.0288623	0.00441025	0.396176	0.00483813	17.09848
4735	-27026.26	-26858.04	-168.2188	0.04687816	0.0002682192	0.8874106	0.7996077	0.325896	0.280294	0.132516	0.261294	7.9931e-14	4.21974e-07	0.00361372	3.99639	0.00956802	0.577005	0.0241277	0.00443932	0.376317	0.00854286	18.79221
4740	-27021.33	-26854.64	-166.6838	0.01132845	0.0002814042	0.8846631	0.8008109	0.324673	0.28216	0.132019	0.261148	4.00513e-54	2.99615e-27	1.57331e-11	4	0.00853006	0.51441	0.0269593	0.00606268	0.436422	0.00761611	19.92564
4745	-27021.65	-26855.98	-165.673	0.04885541	0.0002594615	0.8847728	0.8032343	0.323602	0.28123	0.131584	0.263584	2.64453e-13	7.67415e-07	0.00463157	3.99537	0.00782274	0.540882	0.023515	0.0102991	0.400233	0.0172481	19.11157
4750	-27023.6	-26857.82	-165.7786	0.02579953	0.0002669713	0.8838759	0.804393	0.331228	0.2819	0.134685	0.252187	2.57792e-24	2.40073e-12	2.40882e-05	3.99998	0.0085229	0.56694	0.0256196	0.0112209	0.383124	0.00457324	18.05726
4755	-27011.19	-26844.27	-166.919	0.02888665	0.0002582721	0.8830888	0.8037315	0.329285	0.285821	0.129199	0.255695	8.03478e-22	4.23721e-11	7.92713e-05	3.99992	0.00623985	0.558392	0.0271734	0.00754383	0.397272	0.0033787	18.67048
4760	-27017.93	-26853.25	-164.6787	0.05188569	0.0002585914	0.8810952	0.8049919	0.32723	0.28225	0.129688	0.260833	1.38627e-12	1.75658e-06	0.00653068	3.99347	0.00540178	0.553783	0.0253126	0.00330774	0.393993	0.0182026	19.98705
