Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
500	-27103.61	-26855.98	-247.6333	0.005344895	3.403756e-05	0.8816724	0.8997215	0.333	0.283034	0.127124	0.256843	1.27895e-113	5.35686e-57	7.09072e-24	4	0.00778473	0.541013	0.0204913	0.0127298	0.411904	0.00607722	143.3499
505	-27098.3	-26855.2	-243.0954	0.01319268	3.641549e-05	0.883564	0.9007978	0.317899	0.289543	0.129809	0.262749	1.29535e-46	1.70364e-23	5.69011e-10	4	0.00811384	0.534462	0.0202432	0.0135478	0.406917	0.0167162	137.0622
510	-27102.75	-26861.57	-241.1735	0.08314193	4.338738e-05	0.8821454	0.8996994	0.326534	0.285878	0.128166	0.259423	3.1757e-08	0.000265169	0.0524051	3.94733	0.00490637	0.555118	0.0192398	0.0114743	0.386746	0.0225156	122.3393
515	-27097.41	-26857.34	-240.0719	0.01214523	4.01609e-05	0.8793503	0.8997059	0.324206	0.29097	0.127252	0.257573	1.50203e-50	1.83469e-25	8.67861e-11	4	0.00684164	0.545479	0.0214918	0.00824217	0.386038	0.0319078	129.6106
520	-27086.83	-26850.04	-236.7854	0.05740129	4.248918e-05	0.8775311	0.8978041	0.321113	0.288195	0.134238	0.256454	1.80475e-11	6.33509e-06	0.0111211	3.98887	0.00701602	0.548644	0.0255281	0.00829001	0.388278	0.0222434	128.9182
525	-27097.82	-26862.25	-235.5704	0.05740129	4.311625e-05	0.8784004	0.8973547	0.326444	0.285932	0.133184	0.25444	1.80475e-11	6.33509e-06	0.0111211	3.98887	0.0116074	0.568748	0.0199015	0.010105	0.366137	0.023501	125.5452
530	-27098.79	-26859.77	-239.0213	0.03449127	3.723279e-05	0.8770036	0.8967616	0.327052	0.286464	0.131571	0.254914	1.95559e-18	2.08941e-09	0.000399511	3.9996	0.010977	0.507669	0.0250554	0.00667094	0.439185	0.0104421	139.4981
535	-27096.19	-26854.86	-241.3282	0.05095251	4.048248e-05	0.8765623	0.8957488	0.327052	0.286464	0.131571	0.254914	8.4996e-13	1.37556e-06	0.00590057	3.9941	0.00794324	0.523449	0.0147441	0.00488675	0.43855	0.010427	137.6091
540	-27095.58	-26856.26	-239.3241	0.08728678	4.242117e-05	0.877087	0.8955259	0.329379	0.28227	0.132507	0.255844	7.00497e-08	0.000393686	0.0617439	3.93786	0.00726621	0.521733	0.0136059	0.00296983	0.437063	0.0173613	118.2325
545	-27086.05	-26851.29	-234.7662	0.03554961	4.291153e-05	0.8781425	0.8906442	0.329379	0.28227	0.132507	0.255844	6.46934e-18	3.79993e-09	0.000512031	3.99949	0.00648479	0.517747	0.0159335	0.00888153	0.433724	0.0172287	116.6769
550	-27093.97	-26856.06	-237.9041	0.09174954	4.311953e-05	0.8778365	0.889778	0.330012	0.282813	0.130817	0.256358	1.51563e-07	0.000578858	0.0724507	3.92697	0.00416649	0.524774	0.016662	0.00376792	0.430356	0.0202736	127.5052
555	-27086.59	-26849.35	-237.2381	0.01044716	4.375941e-05	0.8764017	0.8895648	0.330597	0.28456	0.130029	0.254814	1.31657e-58	1.71795e-29	1.84725e-12	4	0.00534613	0.528642	0.0141167	0.00268734	0.430935	0.0182736	116.6998
560	-27093.97	-26862.3	-231.6645	0.03634075	4.710118e-05	0.8750348	0.8891791	0.332727	0.27995	0.130867	0.256456	1.5118e-17	5.80849e-09	0.000610597	3.99939	0.00428704	0.525123	0.0201083	0.00426315	0.428066	0.018152	112.2876
565	-27088.61	-26854.93	-233.6772	0.01813922	4.307933e-05	0.8745452	0.8893778	0.326601	0.288117	0.132629	0.252653	3.60473e-34	2.84075e-17	2.17414e-07	4	0.00694294	0.570768	0.0238103	0.00802854	0.380458	0.00999202	112.2728
570	-27092.76	-26858.23	-234.5262	0.1178143	4.837169e-05	0.8766456	0.8881462	0.325681	0.279101	0.132255	0.262963	4.27118e-06	0.00306511	0.144416	3.85251	0.00696846	0.513666	0.0238978	0.0184798	0.426559	0.0104294	109.6403
575	-27095.05	-26862.64	-232.4137	0.009472683	4.847992e-05	0.8746726	0.8876538	0.323686	0.279927	0.132647	0.263741	1.55274e-64	1.86585e-32	1.08728e-13	4	0.0130911	0.539609	0.0267912	0.0105407	0.396985	0.0129832	109.8466
580	-27094.55	-26858.01	-236.5366	0.009404561	4.31889e-05	0.8737122	0.888023	0.326115	0.281569	0.133618	0.258698	5.37929e-65	1.09822e-32	8.72589e-14	4	0.00665522	0.547858	0.0249746	0.00590278	0.399269	0.0153405	110.6354
585	-27081.93	-26849.43	-232.5021	0.02366398	4.788794e-05	0.8734581	0.8915218	0.32718	0.282489	0.130787	0.259544	2.02056e-26	2.12581e-13	8.80923e-06	3.99999	0.00614741	0.538391	0.0261903	0.00455345	0.416049	0.00866799	104.557
590	-27081.93	-26851.39	-230.5436	0.04232387	4.886032e-05	0.877683	0.8912604	0.327439	0.282712	0.130891	0.258959	3.31941e-15	8.60253e-08	0.0018681	3.99813	0.0060313	0.538015	0.0275972	0.00732137	0.415759	0.00527638	102.048
595	-27088.03	-26859.82	-228.2114	0.01591562	5.214911e-05	0.8780836	0.8935857	0.330622	0.278292	0.132163	0.258924	8.31471e-39	1.3646e-19	2.3722e-08	4	0.00879188	0.526293	0.0269959	0.0113431	0.4067	0.0198764	97.98734
600	-27084.74	-26853.64	-231.0962	0.04570537	4.631014e-05	0.87807	0.8937765	0.318329	0.292742	0.132382	0.256547	3.74327e-14	2.888e-07	0.00308762	3.99691	0.00936741	0.560745	0.0232032	0.00697982	0.394321	0.00538348	113.1644
605	-27090.1	-26854.3	-235.8041	0.06894728	4.793505e-05	0.8758326	0.8913503	0.318352	0.292763	0.132318	0.256566	1.02806e-09	4.77679e-05	0.0257248	3.97423	0.010028	0.526174	0.0248396	0.00836674	0.42213	0.00846106	105.7548
610	-27090.36	-26860.43	-229.9288	0.03257997	5.120113e-05	0.8749259	0.8915085	0.319181	0.285219	0.134038	0.261563	1.85097e-19	6.42917e-10	0.000244995	3.99976	0.0106464	0.495249	0.024316	0.0113874	0.44816	0.010241	103.7359
615	-27089.89	-26863.11	-226.7877	0.05678092	5.120113e-05	0.8787106	0.8915051	0.323853	0.283651	0.127106	0.265391	1.38633e-11	5.55264e-06	0.010529	3.98947	0.00220594	0.565594	0.0312093	0.00360109	0.388532	0.00885726	97.98068
620	-27092.7	-26862.83	-229.8743	0.03496505	5.425939e-05	0.8777767	0.8919673	0.322304	0.287075	0.126498	0.264122	3.37107e-18	2.74316e-09	0.00044728	3.99955	0.00291214	0.539015	0.0307641	0.0121657	0.406825	0.00831806	93.75153
625	-27082.52	-26856.23	-226.2884	0.02415961	4.706012e-05	0.8752504	0.8928107	0.325635	0.28718	0.128542	0.258642	6.72009e-26	3.87666e-13	1.13035e-05	3.99999	0.00312863	0.502361	0.0254271	0.0107208	0.447585	0.0107775	101.3525
630	-27084.46	-26853.72	-230.7424	0.09214587	5.246954e-05	0.874588	0.8920471	0.328231	0.281499	0.129566	0.260704	1.61729e-07	0.000597936	0.0734315	3.92597	0.0031578	0.507044	0.0183525	0.0108207	0.451757	0.0088679	98.31693
635	-27081.04	-26853.72	-227.32	0.02723151	5.891051e-05	0.871321	0.889926	0.319323	0.282823	0.131253	0.266601	4.34816e-23	9.85843e-12	4.32867e-05	3.99996	0.00765913	0.557065	0.0301522	0.00555793	0.381606	0.0179591	81.69578
640	-27076.51	-26857.82	-218.6872	0.05944638	5.676222e-05	0.8718503	0.8912344	0.322876	0.278821	0.135475	0.262828	4.14095e-11	9.59446e-06	0.013212	3.98678	0.00511993	0.514591	0.0228112	0.00740016	0.434061	0.0160165	91.00806
645	-27070.64	-26855.63	-215.0114	0.01481255	6.050965e-05	0.872941	0.89177	0.319434	0.284184	0.134676	0.261706	1.26744e-41	5.32828e-21	6.17524e-09	4	0.0107649	0.510272	0.0271831	0.00482585	0.430417	0.0165373	88.56758
650	-27078.41	-26858.52	-219.8846	0.03127532	5.625365e-05	0.8729854	0.8934683	0.321288	0.285833	0.135458	0.257421	3.1378e-20	2.64738e-10	0.000169542	3.99983	0.00757726	0.496859	0.0171374	0.00827271	0.450002	0.0201521	94.11587
655	-27080.98	-26861.51	-219.4664	0.0317615	5.920156e-05	0.8744984	0.8944945	0.320994	0.285572	0.135334	0.2581	6.18385e-20	3.71634e-10	0.000195161	3.9998	0.00558526	0.517049	0.0106253	0.00364435	0.440331	0.0227646	92.78066
660	-27080.09	-26866.51	-213.5827	0.02867413	6.010809e-05	0.8768258	0.8916608	0.323918	0.28787	0.131377	0.256835	5.6301e-22	3.54699e-11	7.36335e-05	3.99993	0.00629991	0.583208	0.0119849	0.00427548	0.368555	0.0256774	86.3625
665	-27070.85	-26857.11	-213.7301	0.02687899	6.525618e-05	0.8783894	0.8939511	0.324889	0.288733	0.128773	0.257605	2.23033e-23	7.06078e-12	3.76884e-05	3.99996	0.0080088	0.599699	0.0210763	0.00410474	0.353837	0.0132745	77.78049
670	-27079.69	-26861.44	-218.2523	0.03117657	6.577856e-05	0.8773637	0.894222	0.325724	0.289475	0.129104	0.255698	2.72683e-20	2.46795e-10	0.000164677	3.99984	0.018089	0.506924	0.0273179	0.00475077	0.428223	0.0146949	74.19672
675	-27074.85	-26857.13	-217.7152	0.00183362	6.685508e-05	0.8735115	0.8935807	0.327815	0.28517	0.129933	0.257083	0	7.54563e-165	1.22617e-68	4	0.0062108	0.581128	0.0230644	0.00393068	0.367842	0.017824	77.19892
680	-27069.22	-26850.82	-218.4007	0.07895087	6.120899e-05	0.876041	0.8932322	0.327815	0.28517	0.129933	0.257083	1.31139e-08	0.000170461	0.0436236	3.95621	0.00584682	0.547071	0.0213624	0.00557629	0.416055	0.00408832	70.74798
685	-27063.99	-26851.81	-212.182	0.04784188	6.559463e-05	0.8766116	0.8945057	0.326016	0.283605	0.134708	0.255672	1.44996e-13	5.6829e-07	0.00408881	3.99591	0.0077317	0.556354	0.0217249	0.00567092	0.398491	0.0100268	75.61229
690	-27066.59	-26849.61	-216.9763	0.03691413	7.015069e-05	0.8768943	0.8930262	0.322576	0.286442	0.134915	0.256066	2.73392e-17	7.81066e-09	0.000690429	3.99931	0.00821953	0.510404	0.0312578	0.00958696	0.423634	0.016898	82.37153
695	-27073.03	-26862.53	-210.501	0.04008632	6.413658e-05	0.874127	0.8929093	0.323003	0.286822	0.131871	0.258304	5.33589e-16	3.4497e-08	0.00127866	3.99872	0.00756731	0.558298	0.0182501	0.0100203	0.39304	0.0128247	71.35523
700	-27072.55	-26863.51	-209.0407	0.05033715	8.006656e-05	0.8733813	0.8910871	0.319304	0.28839	0.132592	0.259715	6.09527e-13	1.16492e-06	0.00550735	3.99449	0.0158643	0.546814	0.0242065	0.00776246	0.3986	0.00675248	74.17577
705	-27063.82	-26849.15	-214.6688	0.06988005	6.635931e-05	0.8752227	0.8928335	0.318359	0.287536	0.131653	0.262451	1.34435e-09	5.46194e-05	0.0271969	3.97275	0.00879271	0.553727	0.0212648	0.00772888	0.403639	0.00484784	78.00149
710	-27069.15	-26850.77	-218.3803	0.0125086	6.49017e-05	0.8761483	0.8943289	0.319417	0.285715	0.134079	0.260789	4.13705e-49	9.62843e-25	1.72686e-10	4	0.00838206	0.527866	0.0202716	0.00715448	0.429466	0.00685978	78.76483
715	-27079.84	-26860.54	-219.3024	0.01010764	6.413165e-05	0.8767642	0.8962555	0.318758	0.285125	0.135867	0.260251	1.52658e-60	1.84996e-30	7.32567e-13	4	0.00919664	0.579622	0.0190244	0.0101832	0.374437	0.0075363	68.625
720	-27068.41	-26859.13	-209.2843	0.09032233	8.453012e-05	0.8761971	0.8956281	0.321418	0.287358	0.128802	0.262422	1.194e-07	0.000513847	0.0689579	3.93053	0.00955967	0.557056	0.0178458	0.00581101	0.389218	0.0205096	68.62852
725	-27062.84	-26853.41	-209.4367	0.0594226	7.77941e-05	0.8740625	0.8986743	0.318888	0.291743	0.129013	0.260357	4.1025e-11	9.54983e-06	0.0131864	3.9868	0.0101649	0.539209	0.0189757	0.011205	0.413861	0.00658453	65.54336
730	-27066.1	-26860.68	-205.4242	0.0162227	8.729731e-05	0.8725521	0.9000402	0.317965	0.290899	0.131533	0.259603	4.32398e-38	3.1118e-19	3.33983e-08	4	0.0150796	0.53437	0.0202271	0.00466866	0.418036	0.00761891	62.03432
735	-27067.75	-26859.13	-208.6218	0.05734914	8.681996e-05	0.8736331	0.8986513	0.317066	0.29007	0.131159	0.261705	1.76555e-11	6.26595e-06	0.0110706	3.98892	0.00577063	0.544439	0.0194443	0.00502126	0.416614	0.00871045	61.06298
740	-27059.17	-26851.51	-207.6567	0.01239982	8.455337e-05	0.874823	0.8994284	0.317066	0.29007	0.131159	0.261705	1.56466e-49	5.9214e-25	1.41135e-10	4	0.00568058	0.535944	0.0205539	0.011982	0.417094	0.00874626	56.20018
745	-27069.39	-26863.6	-205.7947	0.01553111	8.96417e-05	0.8744325	0.8971179	0.314957	0.290966	0.131564	0.262513	9.62422e-40	4.64278e-20	1.51648e-08	4	0.00573895	0.568946	0.0241176	0.00486195	0.386073	0.0102627	53.92026
750	-27067.43	-26865.09	-202.3477	0.04164345	9.518849e-05	0.8761392	0.8993869	0.314957	0.290966	0.131564	0.262513	1.94395e-15	6.58359e-08	0.00167189	3.99833	0.00567538	0.526379	0.0306547	0.0112299	0.405718	0.0203429	54.11816
755	-27063.02	-26860.28	-202.7463	0.03486389	8.19627e-05	0.8759164	0.8981575	0.325242	0.286574	0.128703	0.25948	3.00478e-18	2.58986e-09	0.000436735	3.99956	0.00927334	0.533625	0.0209953	0.00775363	0.411303	0.0170498	66.18938
760	-27061.33	-26854.86	-206.4697	0.03948791	7.279743e-05	0.8724417	0.8963841	0.322913	0.284634	0.132721	0.259732	3.15971e-16	2.65475e-08	0.00114699	3.99885	0.00909032	0.532584	0.0235404	0.00246607	0.410501	0.0218184	74.2418
765	-27062.9	-26855.12	-207.786	0.0308859	7.071306e-05	0.8724646	0.896047	0.321675	0.283543	0.136046	0.258736	1.79449e-20	2.00212e-10	0.000150987	3.99985	0.00913783	0.535367	0.0202588	0.00466788	0.412646	0.0179218	60.38859
770	-27062.09	-26849.71	-212.3888	0.01007586	7.824272e-05	0.871574	0.8967139	0.326083	0.278927	0.134848	0.260142	9.90453e-61	1.49012e-30	6.69667e-13	4	0.007227	0.57217	0.0246263	0.0038699	0.383919	0.0081881	60.51267
775	-27064.56	-26855.22	-209.3377	0.03107547	8.070699e-05	0.8683616	0.8986025	0.326351	0.279156	0.134137	0.260356	2.35959e-20	2.29578e-10	0.000159809	3.99984	0.00369275	0.52352	0.0296644	0.00190076	0.436667	0.00455493	69.62368
780	-27061.25	-26847.78	-213.4709	0.04830484	7.548447e-05	0.8646675	0.8977227	0.326351	0.279156	0.134137	0.260356	1.91395e-13	6.52891e-07	0.00433116	3.99567	0.00768248	0.56097	0.0267991	0.00486719	0.397311	0.00237053	63.06388
785	-27063.29	-26855.99	-207.302	0.05623411	7.548447e-05	0.8644369	0.8978468	0.323496	0.282942	0.129675	0.263887	1.09346e-11	4.9316e-06	0.0100232	3.98997	0.00720255	0.532818	0.0262563	0.00481597	0.423045	0.00586157	64.95648
790	-27067.47	-26857.86	-209.6126	0.05695735	7.548925e-05	0.8668338	0.8967407	0.325301	0.284521	0.130399	0.259779	1.49519e-11	5.76646e-06	0.0106954	3.9893	0.00584482	0.539003	0.0259998	0.00538396	0.413304	0.0104636	64.95648
795	-27065.79	-26854.38	-211.4125	0.02327755	7.929792e-05	0.8660119	0.8981986	0.323048	0.283337	0.129966	0.263649	7.64076e-27	1.30729e-13	7.19977e-06	3.99999	0.00600924	0.554166	0.0150735	0.0051188	0.39372	0.0259124	59.97659
800	-27069.41	-26855.3	-214.1056	0.04786517	6.842148e-05	0.8672671	0.8978184	0.319613	0.281814	0.134039	0.264535	1.47054e-13	5.72309e-07	0.00410078	3.9959	0.0144755	0.52744	0.0320824	0.0132385	0.395047	0.0177168	71.55236
805	-27067.3	-26856.06	-211.2433	0.0123415	7.096219e-05	0.8670629	0.8952903	0.324682	0.279714	0.13304	0.262564	9.22592e-50	4.54696e-25	1.26483e-10	4	0.0112947	0.516741	0.0226458	0.0138575	0.41352	0.0219413	67.5356
810	-27065.03	-26852.03	-213.0055	0.0432903	7.427094e-05	0.8669919	0.8954492	0.324682	0.279714	0.13304	0.262564	6.89532e-15	1.23976e-07	0.00217394	3.99783	0.0102923	0.525628	0.0289426	0.0135245	0.403582	0.0180303	68.40316
815	-27068.55	-26860.92	-207.6382	0.04375051	7.297213e-05	0.8692759	0.8954082	0.327608	0.275429	0.134239	0.262723	9.65638e-15	1.46707e-07	0.00233122	3.99767	0.0106366	0.502751	0.0231099	0.00721738	0.439039	0.0172456	75.94349
820	-27062.43	-26853.29	-209.1421	0.01743682	8.072927e-05	0.8672669	0.8936755	0.325581	0.279914	0.133408	0.261097	1.65925e-35	6.09508e-18	1.14785e-07	4	0.00929442	0.564508	0.0202314	0.00725691	0.38364	0.0150695	64.38788
825	-27074.91	-26864.67	-210.2425	0.03351497	7.636456e-05	0.8667392	0.8940195	0.325581	0.279914	0.133408	0.261097	6.06556e-19	1.16374e-09	0.000313384	3.99969	0.00631161	0.536861	0.0219941	0.00138504	0.417066	0.0163824	58.78229
830	-27058.34	-26854.36	-203.9833	0.03129683	9.453407e-05	0.8670431	0.8916429	0.325581	0.279914	0.133408	0.261097	3.23488e-20	2.68802e-10	0.000170617	3.99983	0.00613653	0.545854	0.0174556	0.000864948	0.405497	0.0241921	57.15152
835	-27051.09	-26850.06	-201.0224	0.02454158	9.713992e-05	0.8688405	0.8939317	0.325547	0.279885	0.133395	0.261173	1.64138e-25	6.05843e-13	1.36042e-05	3.99999	0.00961399	0.533536	0.0170617	0.000845429	0.418174	0.0207687	55.67792
840	-27052.61	-26854.42	-198.1859	0.04165771	0.0001110617	0.8680144	0.8947492	0.32773	0.2825	0.134641	0.255129	1.96623e-15	6.6212e-08	0.00167584	3.99832	0.00958367	0.535958	0.0171392	0.000849267	0.420073	0.0163974	44.11969
845	-27049	-26851.99	-197.0113	0.002094786	0.0001129955	0.8689668	0.894447	0.324645	0.27984	0.130111	0.265404	2.18972e-288	2.21719e-144	3.83327e-60	4	0.00857911	0.521973	0.0211211	0.00280121	0.436013	0.00951199	44.11969
850	-27050.48	-26852.38	-198.096	0.01898019	0.0001035977	0.8688771	0.8950859	0.322995	0.278418	0.134532	0.264055	1.0652e-32	1.54412e-16	4.3894e-07	4	0.00975387	0.531176	0.0161437	0.00396368	0.424418	0.0145445	54.07609
855	-27056.93	-26854.04	-202.8921	0.02405325	0.0001052373	0.867118	0.8964558	0.321296	0.279346	0.134423	0.264935	5.21426e-26	3.41484e-13	1.07239e-05	3.99999	0.0125382	0.529137	0.0285899	0.00733864	0.412648	0.00974863	41.65386
860	-27057.17	-26855.41	-201.756	0.02817378	0.0001218936	0.8674867	0.8954718	0.320909	0.28775	0.13588	0.255462	2.38595e-22	2.30914e-11	6.16212e-05	3.99994	0.0116429	0.538736	0.0293977	0.00867024	0.396072	0.0154803	42.66956
865	-27050.25	-26852.45	-197.7948	0.02948663	0.0001090432	0.8654447	0.8969315	0.322303	0.289	0.131459	0.257238	2.13313e-21	6.90366e-11	9.70685e-05	3.9999	0.00595537	0.553068	0.0197383	0.00549471	0.406609	0.00913391	42.9224
870	-27051.7	-26851.81	-199.8912	0.001906517	0.0001053184	0.8658015	0.8946518	0.326603	0.283626	0.130824	0.258946	9.09018e-317	1.42857e-158	4.94109e-66	4	0.00465889	0.558219	0.0224756	0.00373242	0.382137	0.0287777	46.96191
875	-27048.66	-26850.81	-197.8466	0.02121824	0.0001088752	0.865314	0.8955794	0.326603	0.283626	0.130824	0.258946	2.3608e-29	7.26792e-15	2.17046e-06	4	0.007817	0.556805	0.0326444	0.00372297	0.381169	0.0178416	48.08736
880	-27046.57	-26848.78	-197.7824	0.0667401	0.0001163293	0.8623356	0.8919389	0.325806	0.282934	0.132945	0.258314	5.28924e-10	3.42691e-05	0.0224116	3.97755	0.0110634	0.532988	0.0225048	0.00350145	0.418203	0.0117393	41.49086
885	-27049.33	-26851.54	-197.7835	0.01289144	0.0001187615	0.8631307	0.8905448	0.323549	0.286618	0.132024	0.257809	1.11178e-47	4.99121e-24	3.41859e-10	4	0.0052104	0.53734	0.0189824	0.00550649	0.421618	0.0113423	43.85562
890	-27049.01	-26853.57	-195.4437	0.04901722	0.0001125571	0.8649451	0.8890229	0.32436	0.285423	0.133483	0.256734	2.90415e-13	8.04191e-07	0.0047224	3.99528	0.0119819	0.549574	0.0228055	0.00423145	0.403887	0.00751994	42.53874
895	-27054.88	-26860.14	-194.7425	0.008983129	0.0001034139	0.8661947	0.8867994	0.325328	0.286275	0.130897	0.2575	5.33874e-68	3.4599e-34	2.07777e-14	4	0.00889784	0.540162	0.0251157	0.00754055	0.396971	0.0213128	46.94423
900	-27055.41	-26861	-194.4102	0.007148808	0.0001076891	0.8667247	0.8830677	0.326497	0.286651	0.131069	0.255783	3.39265e-85	8.72337e-43	5.61085e-18	4	0.00718838	0.551302	0.0224028	0.00374037	0.405157	0.0102095	48.95279
905	-27053.4	-26860.51	-192.8924	0.02799525	0.0001150091	0.8665109	0.8818116	0.323217	0.287976	0.125601	0.263206	1.74342e-22	1.97391e-11	5.77382e-05	3.99994	0.00820459	0.56275	0.0191437	0.00372885	0.398674	0.00749909	38.51972
910	-27052.94	-26855.6	-197.3447	0.04782976	0.0001124133	0.86691	0.8820341	0.320648	0.28423	0.134007	0.261114	1.43935e-13	5.66209e-07	0.00408259	3.99592	0.0075619	0.5549	0.0333828	0.00629078	0.393112	0.00475245	46.59379
915	-27053.2	-26859.18	-194.0177	0.02166047	0.0001069996	0.8669106	0.8854262	0.323086	0.284186	0.131655	0.261073	8.96051e-29	1.41589e-14	2.86244e-06	4	0.0123566	0.511411	0.0307665	0.00546209	0.428944	0.0110598	55.84267
920	-27045.87	-26851.28	-194.5915	0.03680161	0.0001165982	0.8643531	0.8848108	0.322123	0.289861	0.131917	0.2561	2.43741e-17	7.37503e-09	0.000674184	3.99933	0.00986893	0.558054	0.0220296	0.0050278	0.394839	0.0101804	42.06486
925	-27047	-26854.85	-192.1552	0.06518416	0.0001078336	0.8624054	0.8842331	0.322601	0.28689	0.130565	0.259944	3.22238e-10	2.67516e-05	0.020222	3.97975	0.0106934	0.553207	0.0238481	0.00213189	0.391409	0.0187104	48.72329
930	-27044.09	-26853.01	-191.0794	0.04385355	0.0001095714	0.8629421	0.884685	0.32299	0.287237	0.129516	0.260257	1.04026e-14	1.52269e-07	0.00236749	3.99763	0.00813601	0.534895	0.0232556	0.00281249	0.411242	0.0196584	52.20472
935	-27049.55	-26856.42	-193.1271	0.0577595	0.0001139037	0.8612996	0.8849159	0.322906	0.292061	0.127307	0.257725	2.09623e-11	6.82732e-06	0.0114719	3.98852	0.00990638	0.563726	0.0245091	0.00429574	0.376845	0.020718	41.28135
940	-27047.03	-26855.22	-191.8123	0.05034636	0.0001162871	0.8594979	0.8835499	0.319911	0.28059	0.134154	0.265344	6.12604e-13	1.16786e-06	0.00551311	3.99449	0.00531075	0.571768	0.016904	0.0060816	0.382221	0.0177145	45.98034
945	-27054.78	-26862.92	-191.8584	0.06699302	0.0001184363	0.8586815	0.8855297	0.319792	0.280485	0.134478	0.265244	5.72048e-10	3.56379e-05	0.022779	3.97719	0.00363652	0.550766	0.03013	0.00327181	0.397062	0.0151339	45.50519
950	-27051.42	-26857.9	-193.5152	0.06699302	0.0001175892	0.8574478	0.8842023	0.324618	0.278495	0.133524	0.263363	5.72048e-10	3.56379e-05	0.022779	3.97719	0.00247494	0.528731	0.0229184	0.0160416	0.41497	0.0148639	46.98287
955	-27059.61	-26868.04	-191.5663	0.01627408	0.0001138402	0.8586068	0.8837718	0.318716	0.282314	0.134225	0.264745	5.66305e-38	3.56117e-19	3.53212e-08	4	0.00241537	0.532037	0.0230617	0.0099645	0.417565	0.0149568	51.44154
960	-27053.09	-26858.38	-194.7125	0.01108456	0.000103773	0.857627	0.8825154	0.325421	0.277374	0.131608	0.265597	2.71191e-55	7.79655e-28	8.99848e-12	4	0.00367918	0.540656	0.0238322	0.00495752	0.418098	0.0087767	51.15574
965	-27047.36	-26854.04	-193.3138	0.01161107	9.449123e-05	0.8533512	0.8820659	0.323223	0.277668	0.134371	0.264738	7.87428e-53	1.32846e-26	2.91906e-11	4	0.00651547	0.536519	0.0264186	0.0104164	0.414621	0.00550952	49.27433
970	-27049.45	-26858.66	-190.7864	0.01271658	0.0001100885	0.8559336	0.8820307	0.323516	0.27792	0.137574	0.260991	2.5342e-48	2.38299e-24	2.51532e-10	4	0.00374208	0.539527	0.0278429	0.0129185	0.410323	0.00564699	46.73363
975	-27065.21	-26872.55	-192.6568	0.04562051	0.0001224626	0.8543042	0.8824418	0.317779	0.28297	0.133696	0.265554	3.53796e-14	2.8077e-07	0.0030517	3.99695	0.00200054	0.599022	0.0309132	0.010379	0.352622	0.00506284	41.4049
980	-27058.59	-26864.41	-194.1724	0.01126115	0.000110188	0.853134	0.8814071	0.324754	0.279656	0.133147	0.262444	1.92751e-54	2.07853e-27	1.35178e-11	4	0.0100209	0.587486	0.0306205	0.0114567	0.349283	0.0111322	44.49762
985	-27066.63	-26870.26	-196.3726	0.02300153	0.0001059936	0.8544325	0.8828419	0.322692	0.284591	0.131939	0.260778	3.73923e-27	9.14545e-14	6.2077e-06	3.99999	0.0145339	0.587655	0.0306293	0.0114599	0.349384	0.00633811	49.04242
990	-27056.34	-26857.33	-199.0112	0.03514685	9.992272e-05	0.8533431	0.882173	0.328095	0.28	0.135334	0.256572	4.13825e-18	3.03927e-09	0.000466713	3.99953	0.0101407	0.517993	0.0175442	0.0142125	0.433302	0.00680733	52.93151
995	-27045.63	-26847.85	-197.7836	0.05790948	0.0001083975	0.8547119	0.8837293	0.32978	0.281881	0.130451	0.257889	2.2306e-11	7.04266e-06	0.0116207	3.98837	0.0101426	0.51809	0.0197861	0.00990106	0.433384	0.00869656	47.56568
1000	-27047.04	-26852.58	-194.4623	0.04732646	0.0001272404	0.8530761	0.8842169	0.32727	0.282794	0.129458	0.260477	1.05764e-13	4.85379e-07	0.00382983	3.99617	0.0101111	0.51895	0.0184385	0.012985	0.43204	0.00747604	41.74988
1005	-27049.74	-26851.92	-197.8243	0.04090924	0.0001196425	0.8550471	0.8846246	0.329762	0.277334	0.130444	0.262461	1.06971e-15	4.88405e-08	0.00147708	3.99852	0.00912046	0.52426	0.0186272	0.0132168	0.427631	0.00714544	44.32171
1010	-27046.57	-26850.23	-196.3488	0.02875585	0.0001188985	0.8568432	0.8864173	0.31924	0.281688	0.132491	0.266581	6.45922e-22	3.79917e-11	7.57621e-05	3.99992	0.00667853	0.55051	0.0195599	0.0134827	0.404966	0.00480309	40.71289
